Salinity (psu),Temperature (°C),Initial Polyps,End Polyps,Net Increase,Ammonia Nitrogen (mg/L),Oxygen Consumption,pH,Phosphate (mg/L),Nitrate (mg/L),Turbidity (NTU),Dissolved Oxygen (mg/L),Chlorophyll-a concentration (mg/m³),Biological Oxygen Demand (BOD) (mg/L),Sea Surface Temperature (SST) (°C),Total Suspended Solids (TSS) (mg/L),Water Current Speed (m/s),Quality_Index,Suitability,Predicted_Suitability,Cluster,Cluster_Label,Predicted_Label
35,30.0,5.6118837866258895,15.16267687885778,11.397451643381528,0.8158157339711374,2.994134621118955,7.92162909417091,0.09999999999999999,9.875461005030095,5.0,8.685521219181119,1.0492082476060949,3.0,27.411089142611555,66.6153721562655,0.4685056660386229,20.39948078023987,0,0,0,0,1.97
20,30.0,6.179287995718435,23.46440937239818,8.579839770971365,1.1172630649950617,1.2830196732667392,8.082020871356534,0.0690621764832192,2.7623282078936646,5.0,6.4215341291598405,0.5534834763465901,3.0,30.95495454209949,47.66416878567368,0.0347043327587829,18.371134457646857,1,0,0,0,2.0
28,30.0,6.857110009365229,14.77075011220784,25.244227523941703,0.6673125571403034,2.942757502667847,6.979591548400318,0.034101007066327,3.9713751745790344,5.0,6.056907059752121,2.083263522994184,0.18156882149533704,29.920294979763906,13.458602678015316,0.0948114406819968,15.580977759587617,1,0,0,1,0.0
35,26.0,9.006834579097596,12.947049765672414,10.528865961677331,0.09002756704767684,2.251865110451305,6.677949223086227,0.09999999999999999,7.616269747691213,4.707663628607149,5.757908017872788,0.4409044587137701,1.868787474949393,25.819312069637387,70.6140830361865,0.1477992378665435,23.711744534729966,0,0,0,0,1.0
38,22.0,5.867400371329786,35.51414844282513,3.006045101207244,0.9281399921833935,2.7071695496835035,7.323229570979763,0.09999999999999999,5.610783058109423,5.0,5.658117782278625,0.3550637242693141,3.0,30.190780958633432,21.94138419047645,0.1137187052322065,12.815513921638171,1,0,0,1,0.0
22,27.0,8.187766322351148,20.33812253342679,27.953657697271023,0.7190097697849813,1.908856805654028,7.079980832715336,0.09999999999999999,2.122344004110999,5.0,6.656439712513801,2.144413968040897,3.0,27.348445441768924,83.04028216561535,0.049554419245628,15.635660242601418,1,0,0,2,1.0
38,24.0,7.480831920566097,10.925737129242174,7.983547963969196,0.9921233773893112,0.4886721935250762,7.245633529970224,0.04867365395454064,3.3926911083731297,5.0,8.380671484628088,1.144381894544236,3.0,27.540571454577368,70.65531264957329,0.4903888208357738,26.249255479953167,0,0,0,0,1.0
39,30.0,5.891262334523208,11.556858985552326,13.760114074279338,0.32581893026410186,0.4357041341143414,7.515074327000857,0.09999999999999999,7.847694798020253,5.0,7.688055791185783,0.2318474188942849,2.7139613112899665,28.54547267342871,31.763753408852363,0.4600226194575325,15.81337854572762,1,0,0,1,0.0
26,22.0,6.014681837874511,32.941574244288375,10.783782337457826,0.15569579017584073,2.049809976164308,7.882186912588104,0.004974048454161398,8.035090695510368,5.0,5.702545070772727,1.6848965305499672,3.0,26.55941898187752,55.19336073732866,0.386429108954876,15.400746806362292,1,0,0,0,2.0
27,28.0,9.898233575169415,23.059726643657086,21.536056611492203,0.591769372791686,1.090261279164483,8.202530144982596,0.09999999999999999,1.8467143761651568,2.3041348104402553,5.372582641066699,1.8941624562997084,3.0,29.79903803270778,70.43470030292154,0.1622880371419768,17.665687539092676,1,0,0,0,1.0
37,24.0,7.92905072985951,24.47501260706082,2.1752091887411664,0.44707649822934886,0.729599365462682,6.642766337820856,0.01665162805893701,6.778905836444151,5.0,6.581679976762739,2.0696726205216107,0.6763692127420979,31.293854704623296,89.95162393427877,0.2962671244334737,27.087619935251567,0,0,0,2,1.0
29,30.0,7.932395460943535,25.20017946948237,3.732799647053307,1.444375398046641,1.671878502032501,7.652212636682297,0.05171215604352501,6.069530985992126,5.0,6.671981566516936,2.632407442649831,3.0,27.36674594400424,78.00501986417548,0.1996941377034194,9.1564655506316,0,0,0,2,1.0
22,30.0,8.488353137600376,21.61711813534288,16.990302353086236,0.8023249537200494,2.907805638502426,7.784200631387659,0.003523976876676077,3.9253463314574666,5.0,5.642248272172759,1.1813239589744955,0.7695092060572932,30.209160337371262,75.60223798942708,0.0268404208916605,12.15776535265092,1,0,0,2,1.0
35,30.0,8.91290969925669,10.481855949430184,23.040682444861623,1.020680650120805,2.828541175734656,7.079381232103394,0.09999999999999999,1.6606183235893357,5.0,5.006440565332728,1.3501379348021223,3.0,29.55388485168568,89.88922573844754,0.460567386964381,3.3940743314153803,0,0,0,2,1.0
20,29.0,7.308664068061911,35.29834272809207,13.493882233695528,0.029173278085041443,0.893271884105617,7.8438991433453324,0.09999999999999999,2.605416067819825,1.5758451419125898,6.025350617593351,2.024315066719826,3.0,25.69712053829837,39.91034621982901,0.426128758506186,21.853390824938003,0,0,0,1,2.0
24,27.0,9.686766471079322,25.032636407865912,10.89152823634605,0.5796010659628799,1.6557641344465723,7.200522957333089,0.08941404912727287,4.543713566336912,5.0,6.218494651705014,1.761290379693765,2.6613046795959736,30.85952112073366,55.97282941403837,0.4787398085402907,22.85693100879089,0,0,0,0,2.0
35,30.0,8.901065317150511,24.467930837565767,19.54079655095396,1.051081866432594,1.838139902693828,7.233329756391377,0.09999999999999999,5.115207657358811,4.298534368748676,6.029099270626241,0.1553879115409731,1.8614410288654382,29.61809698283419,60.44123841024973,0.2656765203972986,24.382038463466,0,0,0,0,2.0
20,29.0,5.656747040724533,38.5740135006354,20.55829567787221,1.4061692927465868,2.169748150162451,7.887370226138529,0.09999999999999999,5.578159523019057,5.0,5.7081880153437305,2.152337625694083,0.6643001112714102,26.873000789647545,27.827175750409108,0.4131445752093519,23.609708836387085,0,0,0,1,0.0
30,27.0,9.613115290438948,36.38023060529584,23.25443411155788,0.7445426273173092,2.0352623640363103,8.294835864576434,0.09999999999999999,0.9418932988039561,5.0,8.399638104143133,0.1902936399986517,3.0,27.48303864129161,99.74558151200053,0.0622743747660502,19.80420482670857,0,0,0,2,1.0
23,22.0,6.41372844789381,28.750875582556173,21.426555595087528,1.2637215861453066,0.7095567092846544,7.911291159165533,0.058365331142346974,3.724202098957471,5.0,7.104935852407852,1.6931571991883791,3.0,26.48050672405851,81.67920799155938,0.4462531205645895,23.99308960419978,0,0,0,2,1.0
27,22.0,5.181438113067511,34.49232354895092,8.05501478922281,0.48645441859222666,2.4757792150970186,6.966299683668318,0.09999999999999999,0.4476678486760748,5.0,7.391128750177817,1.668820267151954,3.0,31.37330138319899,23.83085336514057,0.4829783158910035,24.618430461711,0,0,0,1,0.0
39,30.0,6.378599265477761,25.04546384439201,7.84047429674942,0.2845832925064247,1.655924264341,7.821890680756205,0.06059241045172746,0.3865046674771788,5.0,8.732941277781858,2.6877815636403444,3.0,28.51971794386468,87.62678256040222,0.4804159434151782,26.52974082367008,0,0,0,2,1.0
35,22.0,8.93563301300802,19.3858948256539,27.50247478715477,0.8750180956187974,0.7178024275454661,7.232756643897012,0.09999999999999999,6.892092491061321,5.0,7.056545511492837,2.1879687699949004,3.0,29.189232307736464,92.869065087268,0.3654219272312068,13.822124427345166,1,0,0,2,1.0
22,22.0,9.87417326390556,38.05891295635983,17.327615530632325,0.30755340794088143,1.862557471959973,7.879618281074304,0.020174097984549916,8.521776464850582,5.0,5.901293200193049,0.3464125285535229,1.1593966531175806,26.411700044072468,49.76168413983449,0.2699563147687983,20.712713510631183,0,0,0,0,2.0
37,30.0,6.856035469449991,35.52040781814539,22.549350556052342,1.2777211337260397,0.3429938203899587,7.26995981104529,0.08087716273926539,5.582738562782906,5.0,7.2146772870281595,0.4088837473922242,1.416245521838634,25.520769800349296,76.851175127473,0.1151549776554996,17.785724808979655,1,0,0,2,1.0
33,22.0,7.144434394305193,39.45717094229617,11.703645274863334,0.12278354673716341,1.964876881266086,7.187271351691535,0.01225161607136016,5.311337354189412,4.2090139435146945,5.568222995101521,0.4693114514900672,3.0,25.14634448080188,59.229626530466845,0.1054858502865263,19.85833514684638,0,0,0,0,2.0
37,30.0,9.223947181430107,28.839801478122943,13.416041578626306,0.5320238931490071,2.311348709549051,8.173257203254419,0.09999999999999999,4.008931258725932,5.0,8.538122184225873,2.7226928176168785,3.0,31.6607033176338,33.09641235237051,0.0497313272204803,17.92921121878946,1,0,0,1,0.0
28,30.0,5.232502932200328,10.593869750417632,18.375481687288698,1.1097998864297256,0.4464017634964287,6.521713145231917,0.09999999999999999,9.277757317461472,5.0,5.975915820455723,2.7901638459749254,1.2911633456955296,31.52140092389408,64.36161969176604,0.3080745293513751,15.090384862905658,1,0,0,0,2.0
23,22.0,8.098497200997079,21.720463329578173,11.450909044746927,1.1838031655756194,1.904678639314676,6.826229847663903,0.09999999999999999,4.570467734064861,5.0,8.568543581386908,2.4813120653419096,3.0,30.158392390462613,99.1565297439271,0.3400803438708458,27.189882473454126,0,0,0,2,1.0
20,29.0,7.809964237334034,15.742830414986276,24.479833851875288,0.17523871651542666,2.80981862884329,7.711795932227748,0.07970929629290023,6.588559873078104,5.0,6.605579302134967,0.7518160198485326,2.487238389611928,29.857909488735235,33.879400060841625,0.1529201373089963,23.689262808084585,0,0,0,1,0.0
33,28.0,8.859288630908107,22.9162062852157,11.654893016892752,0.7758922425509294,2.6127080834222203,6.563842118332399,0.05998928070616115,7.70248780733775,5.0,7.121139271522992,0.6954856500832638,3.0,29.01605783857304,73.96190916029184,0.1254874453230545,21.8413857328921,0,0,0,2,1.0
36,22.0,9.4106780714103,20.003877807880315,26.50330524762532,0.4570116522423216,0.1018197982225229,7.114043596805395,0.06720331910663772,1.1051112149133413,5.0,7.707807718847033,2.059661239976132,3.0,26.237321603707343,26.313246246689346,0.207811252430954,19.16830860668877,0,0,0,1,0.0
31,25.0,8.938565077638543,16.162042254340882,17.27629941017786,0.28629106760976125,2.317247964902348,7.299412131638235,0.09999999999999999,8.726695919304362,0.34765222522067596,5.133949171765883,1.5794017715401654,1.4490929667280508,28.45734195736549,58.86895633717649,0.3299249716670387,29.12418738242373,0,0,0,0,2.0
38,26.0,5.955953507323945,33.42987680844975,2.9782988993676764,1.2177511089821649,2.8864053095325466,8.118710834462782,0.09999999999999999,2.797048205237459,5.0,5.773373157151392,2.877341910318813,1.558445240639554,28.42080336588303,46.54395181892117,0.4804328217580221,23.251922270969548,0,0,0,0,2.0
21,22.0,6.543493716865976,28.033080868729847,2.840597300174013,0.08220399607642487,2.120588963312673,7.771126889998353,0.09999999999999999,5.594436995096876,5.0,6.6982241584079265,2.8784528440035264,1.7937538884105462,26.33541906411704,75.49801455957261,0.2200931387747169,26.787165589728502,0,0,0,2,1.0
34,22.0,9.836780888941377,19.75761717773656,16.129332689015477,1.0609588669924035,0.8950757092496703,8.22870176885187,0.09999999999999999,5.195343657053266,5.0,5.3791580512200685,0.2415839215835729,1.5591056299761088,27.935428957481346,91.30602168037213,0.3870383372793808,13.22901251560788,1,0,0,2,1.0
20,22.0,5.915077221173636,38.23817344725555,5.283844138412461,1.0675103412986475,1.0281645079673438,8.336466307497094,0.09999999999999999,3.903214532947303,2.7211289324079035,6.084498211366232,0.9481746963483166,3.0,29.15756210701023,30.80177772453983,0.4129966410779741,25.717255701583085,0,0,0,1,0.0
35,30.0,8.600040198315565,10.344419792481336,11.85054017948987,0.8731615892487523,2.426522619781831,6.799897966895752,0.09999999999999999,7.01966018634103,5.0,7.154081991486893,2.2820818186993543,3.0,26.11415316662058,14.99191275385444,0.1997582880138625,12.902541323490038,1,0,0,1,0.0
22,30.0,8.418770527885213,13.093640872242274,19.86125248748292,1.081593485165947,0.2290762139008968,7.679896723487637,0.09136435833197677,1.359999888394397,5.0,8.609318127374316,1.9634817558331683,3.0,28.0247202818814,37.227388708424144,0.0835094872770324,19.64848300556812,0,0,0,1,1.98
36,27.0,7.725527641303499,26.433540831499585,29.58488754253889,0.27261216589996534,0.9384964834144068,7.508694855336806,0.09999999999999999,4.2840878502281505,0.03741935615252645,6.051487557723438,1.4284398000596186,3.0,28.86330852946621,72.41625312174723,0.2853871807260818,23.71082140406463,0,0,0,0,1.0
36,22.0,9.902584110005533,39.36872521123313,23.50415218876987,0.49030989784374285,1.408727013815156,6.526725592704331,0.09999999999999999,4.234867382338987,3.9703181030315426,5.493899665429843,2.3976408646596163,2.2005702253609103,30.8325523996005,10.8021505754574,0.0872536915761366,25.26287469415766,0,0,0,1,0.0
33,22.0,7.0198893816327415,15.69445908916468,14.500373810303364,0.0332065829552865,1.4144756361895618,6.64819510171883,0.09999999999999999,6.63222715415097,5.0,6.873962679690686,1.870194396205656,3.0,25.70030299101008,72.0346944215453,0.0282439764088093,20.866107155336497,0,0,0,0,1.0
22,23.0,8.958499942266759,16.133217218486404,20.63022583572932,0.6100039801394392,1.7858309572026547,8.070826480391208,0.054153345119674304,5.163862920636289,4.901508167902165,6.992970634353233,2.98081972488314,3.0,25.772900762721115,52.1659044927842,0.3507720304603594,25.15939024782306,0,0,0,0,2.0
24,30.0,8.064500804309747,12.22126653737044,20.05611423881944,0.20122949510842214,0.6558468246077955,6.7632800807883235,0.09999999999999999,9.921780422702096,5.0,5.681463944842728,0.7723509539949022,3.0,29.70684405516903,78.93623541749656,0.3670926274699874,9.850943537545229,0,0,0,2,1.0
36,26.0,6.130735257949704,28.16448007643213,2.6589098435947656,1.091951231210356,1.476178615459813,7.39152545213863,0.08777515561212663,9.278337150975094,5.0,8.121849060479608,0.4137399651521124,0.8985012820000962,29.759142410561616,50.84343223519334,0.4979732989610439,26.79993704207008,0,0,0,0,2.0
33,22.0,9.2345936404428,25.503698173844747,14.029440189111636,1.2201232640962012,1.148312734483255,8.160253377109914,0.022348867749196463,3.0600367342617303,5.0,8.04832903439862,1.9586586464678184,3.0,26.85745820172773,66.72556355467087,0.4005711381700608,19.424519780305936,0,0,0,0,1.97
22,30.0,7.143152734852379,32.2048410628439,9.81026613005735,0.38355955029208316,1.1403083566836865,7.099842968909822,0.09999999999999999,1.0924281656644577,5.0,7.192524596207579,1.6172308958028263,3.0,27.312415642354942,58.56180666058552,0.1774993747928912,19.17341786552529,0,0,0,0,2.0
22,26.0,5.487812551196499,14.318257407166923,16.66081532027313,1.2846394358866369,1.0888030340412056,8.277837822889921,0.07159550114346162,3.5622536371209237,4.535965836045792,6.8259023767814915,1.2704094652189282,3.0,28.93501118156003,12.86249781104572,0.0214279424657107,25.748875915048924,0,0,0,1,0.0
29,26.0,7.300811322442199,15.16331808468333,15.186601645630406,1.20803282360764,1.0819725644266345,7.609631060447548,0.09999999999999999,7.107060190205376,5.0,6.024341079149648,0.7562824298385802,1.4731182703403998,29.597118443564234,87.90738285533592,0.4939170133539015,17.042260414198836,1,0,0,2,1.0
27,22.0,6.452937799031775,12.050023145368126,7.460251452281243,0.10088602083323911,1.7071441879138944,7.416784540379645,0.09999999999999999,5.802047531772892,5.0,5.436107751306229,1.767240705800608,2.505815621779232,30.88647426212896,11.157178070527747,0.412044695300477,20.56088362438921,0,0,0,1,0.0
33,29.0,8.934850674588333,22.9112424907238,20.258605732686217,1.340950941365083,1.804916742194962,6.521060808149571,0.024320438997736157,9.445555368476555,5.0,6.02042210584868,0.716002724317324,0.9903010331288242,26.02355041922369,19.898131218887546,0.194282489289445,17.63592944951599,1,0,0,1,0.0
34,26.0,6.779866868974263,23.74066635004776,24.16097914490653,0.429328054196402,2.205577845581176,7.369404826279872,0.07928937256797301,7.415079307585684,5.0,7.931102504332677,0.4636055631617934,3.0,28.14664820816992,62.21546829921734,0.4830653844621194,24.32551754584612,0,0,0,0,2.0
21,30.0,9.890309089867642,12.762857596987072,18.86915525969674,1.0869589609305668,2.7615406922338748,7.766422848544117,0.09999999999999999,7.366559788993682,5.0,5.193334929298291,0.649826921512409,3.0,28.848636815608863,27.37109205873033,0.2234127592753916,2.8752938779905506,0,0,0,1,0.0
21,22.0,7.486279651573441,29.24895726482064,3.708200004151057,1.2944079961541513,1.8532649197489024,7.170579652005628,0.0017028766849394306,8.24622828401925,3.2012783858567784,5.897451588255487,2.055271204270743,3.0,27.09939133933947,77.79674084941738,0.3180333500821482,22.277681697938466,0,0,0,2,1.0
36,28.0,6.698887357809426,31.11376932971523,10.059276367844964,0.4716591234188075,1.6305099894756978,7.271802744502892,0.04747464374709488,2.742964992476066,5.0,5.329022512617848,1.2640516373068134,0.5200423425464602,26.272788973688066,72.62772549388293,0.4680690530658653,14.341185425959743,1,0,0,2,1.0
27,22.0,9.360678500112382,21.19779443388277,4.611600509788757,1.2789355417874786,1.71657880477444,6.978278928596865,0.09999999999999999,9.306480437273043,5.0,6.220860072174491,1.7284213364421208,2.287848012762226,28.12026134573617,53.87228274839896,0.1358046028429334,19.53911938251144,0,0,0,0,2.0
28,23.0,8.792125089345555,23.52059424816739,5.7822440943213,0.07068863756408328,2.3421863060661807,7.540845174740966,0.04803473235442439,8.577080198351178,5.0,7.244191626398298,2.9202052306008617,1.609342617239613,28.69490738078222,43.80279588683297,0.1691129118293398,24.097219300632386,0,0,0,0,2.0
32,30.0,9.733189770998036,13.51198124272506,12.586821554048624,0.4194985069828559,2.6441982349598034,8.34492468104003,0.09999999999999999,5.222309766225749,5.0,7.226998879470843,2.0196538007916907,1.6193940965664613,27.2414558890847,26.226485675759605,0.3246455596941167,26.03926785533065,0,0,0,1,0.0
23,30.0,8.753647534996736,28.36774452285534,2.514811980244724,0.7116201285074233,0.3378311495037441,7.640192531615206,0.09999999999999999,9.337322775540418,3.419307324648488,5.879257232705165,2.046226245285864,1.5173755164397833,29.411837696588563,25.213376472629594,0.4526404466793685,26.076223910418424,0,0,0,1,0.0
32,30.0,7.7899036939132,16.392550260544247,14.99386730332613,1.1747360724383469,0.9656299844173934,6.50862869996131,0.09999999999999999,7.0504791613216025,5.0,5.244745977971352,0.1938885940957834,2.1362438506302324,28.09442497275956,89.46335070053763,0.1877500289885765,5.401884255038894,0,0,0,2,1.0
20,30.0,5.47075955062849,10.200463876716633,11.06694809726808,0.683665777072533,1.0534043699079048,7.3094962310492875,0.09999999999999999,7.945257074325994,4.631499274967503,6.7953727820677505,1.7059520315378198,3.0,26.027465051450548,88.07058598499742,0.0805699754453327,20.170325047729904,0,0,0,2,1.0
27,22.0,6.718315963045516,33.169030454960286,20.5119389960035,1.2690819276909955,0.90652528590603,7.416677711222867,0.09999999999999999,7.474376469056521,5.0,7.058198710895001,1.1052572526932594,3.0,31.7911512516686,52.66577952149609,0.4465202311087792,17.440630397373987,1,0,0,0,2.0
33,25.0,6.412154493432558,28.756143085913266,20.26258988770834,0.16790779931464422,0.6348620526943682,7.0897764580909275,0.09999999999999999,4.398245261166091,5.0,6.547049469744898,0.6843909637299144,1.7787183154506416,30.10724400958705,93.48703475329664,0.4941239409955003,20.325739027630046,0,0,0,2,1.0
35,22.0,6.953641828068067,21.206644031430457,9.030242902624696,0.3803594031961825,1.5427976379358572,6.556841341560194,0.08956042584450875,7.332706469235381,5.0,6.787738025738152,2.441911097897973,3.0,26.75144975024868,29.03416692475152,0.1515795467801413,23.04167533755249,0,0,0,1,0.0
38,30.0,7.258484096158414,21.56840538596944,5.416207580152893,1.4730996721044582,0.3222049657773879,7.060227631155268,0.09999999999999999,8.023299588424036,0.74095517026521,5.424258963448561,1.377513057554025,3.0,25.7643229748246,50.24982566821279,0.357668751152533,20.286277246704497,0,0,0,0,2.0
36,22.0,5.933616478865208,31.7717773109231,18.63597215718081,0.5723565494679339,2.196029160431308,7.401075864808352,0.09999999999999999,6.006344583730447,5.0,6.912455963533336,1.0415689733796232,3.0,27.217240540551483,68.97934642443875,0.2754169078360444,22.99919086104249,0,0,0,0,1.0
39,30.0,5.470180522171332,28.51747062546177,13.518487999552502,1.0784970511232033,2.8413904167297463,6.577420307552096,0.026699299508634824,8.739214056909242,5.0,5.8566785037693565,2.247504924891816,3.0,25.8844143141974,53.95886744079501,0.1703648447324105,1.1906096922156522,0,0,0,0,2.0
29,26.0,6.783354870708823,32.182246894939354,5.53881982735868,0.8202154841485463,2.7595226604624585,7.113776850600381,0.0639394820498307,1.175001140444155,5.0,7.181447941449339,2.6006793844765568,0.7630569231537803,28.38832113172265,22.31909799735312,0.3538506451256837,21.76243390582849,0,0,0,1,0.0
24,27.0,8.213373288362117,32.28474924718949,25.57643852218883,0.5879812214233553,2.0816464516204167,7.044986837669903,0.022482284015230128,5.186288157053008,3.5495912201750595,5.238795427791871,0.2443917342443564,0.3064551369538011,28.044618712851623,85.94814704658377,0.2686583618658856,26.94690169014938,0,0,0,2,1.0
31,22.0,7.2380147016010845,34.21567956373564,22.27912676997573,0.9802041274698039,0.6480584139164078,8.495910625413437,0.07716928854138873,1.2242725939949972,5.0,6.433562548108776,0.4273213111757842,3.0,26.094220549794667,24.680900428040218,0.2892937865739841,23.730537677364204,0,0,0,1,0.0
26,30.0,5.830171567080978,34.51756934100463,19.73552872677956,0.9251519585625108,0.8758283877201928,7.120098795265285,0.09999999999999999,3.493404676638868,5.0,6.293646680197008,2.092172600760593,3.0,30.07479563412773,30.31576916167521,0.3352199410712198,19.218577915351844,0,0,0,1,0.0
23,27.0,8.067365693195882,25.38179182785328,24.554725580129595,1.328008416086748,1.6057002263500344,7.468978739906994,0.09999999999999999,9.308111763179545,4.537134980354452,6.6651724958032394,0.9389190308816924,3.0,25.109864547397127,57.35577886026324,0.2203981583661113,20.972716113778368,0,0,0,0,2.0
39,24.0,5.844271033388431,16.875158536424863,18.57647159809376,1.4912916868041277,0.4587034667799061,8.442115575033743,0.09999999999999999,4.919521338251117,5.0,8.652474787867071,2.907861347789056,3.0,26.30166468600564,60.2327344062648,0.3649472052431505,25.92239906654808,0,0,0,0,2.0
35,29.0,8.663176173504164,29.61982277019404,25.51496986169768,0.7745858566839872,0.4689521721173311,6.809497136996047,0.09653628720024875,0.3924618573489793,5.0,6.720330098332943,2.697191250974426,2.8753751729889574,31.567647255789428,33.545824956160644,0.2387918670062204,20.18833678073414,0,0,0,1,0.0
32,24.0,9.101887537244869,34.55108699444012,5.569599043926893,1.2728669997230477,2.752614224977465,8.076201519772216,0.0661113781848345,6.231849508483897,3.328207427883225,5.697984548269108,0.7857737803622888,3.0,25.31004904407465,92.94414396916928,0.2400818098568311,22.00143211305292,0,0,0,2,1.0
37,22.0,6.565809974086411,11.500557304633366,24.405777735140216,1.0274586585711225,1.5312766128094135,7.116667534610318,0.09999999999999999,5.616107898601257,5.0,8.31823911853483,1.101718580512716,3.0,30.24819929495973,47.60130994284305,0.1957208757784721,29.445774768399964,0,0,0,0,2.0
29,30.0,8.992966361913757,37.3456387997595,26.16425328988236,0.4325865008804152,1.415361147884007,7.148588768727798,0.06245034653403804,4.0071417359184895,5.0,6.638191827801152,2.2834971914140985,1.1744707876509972,25.4999593976381,87.77042165767466,0.4652447482724381,20.85840625784332,0,0,0,2,1.0
38,30.0,9.838779385516943,10.885121654356178,6.219249636023346,0.2992284294567717,0.2103426170992636,6.512251783151299,0.09999999999999999,6.432542689421693,5.0,8.80637383031089,1.3312275907990156,3.0,28.27107062117556,19.86974466700977,0.1322311208066918,20.06096816390352,0,0,0,1,0.0
36,30.0,9.28436968037547,20.67913097465183,25.844640940518133,0.39519646699702055,2.2130473647190074,7.901733299161609,0.09999999999999999,5.4967371196992385,5.0,8.864840390012901,2.528249558091102,3.0,26.22787904158788,38.69895557855633,0.165131282170792,19.47543949985917,0,0,0,1,2.0
38,26.0,5.588219940796626,10.474395886988862,29.760699899598176,0.2514967162512455,1.631397434703029,6.718538954539291,0.09999999999999999,2.486773374069665,0.023134219299725256,5.463310685745005,2.645152727604548,3.0,25.98768457500248,25.8697768391236,0.4818899835404551,21.300664951264626,0,0,0,1,0.0
24,30.0,8.698651660427704,12.314355056187456,22.351487269350653,0.13991070384170662,0.6860347146509103,8.04641486333557,0.09999999999999999,3.9629784042785823,5.0,8.891948447255086,0.969215505690682,0.8759869663475239,25.88128583579208,46.75697090633733,0.406975330285582,26.713963191602595,0,0,0,0,2.0
31,22.0,9.942079947060382,20.645824922384435,29.84362749164845,0.1664963339648261,1.2118248045327955,8.069362899182032,0.09999999999999999,8.803682402477918,5.0,7.627982960671991,0.5473663860889352,3.0,28.60839436571105,49.69313252610584,0.4539927239323181,22.45877147663646,0,0,0,0,2.0
20,30.0,7.4267949157994355,22.743145912751583,18.95347501472647,0.25473861171908235,2.5277696961655742,7.666027662274143,0.005511101350534051,9.612837232150387,0.08713553674723329,5.137121333128102,1.0691704634568622,3.0,25.93369145479988,41.84836691034127,0.1210571764282044,24.44470509792149,0,0,0,1,2.0
32,26.0,8.280670090102904,36.54892924541763,23.177359548320823,0.7717190083356262,2.034200540112827,8.005054503553076,0.09999999999999999,2.4809262210216247,5.0,6.667748926440911,2.4073599001678243,3.0,30.292116077256274,76.81428003310687,0.087922314075549,20.91237740404272,0,0,0,2,1.0
22,22.0,9.11479223110743,21.92344470697275,14.386262926867726,0.7980982950688489,1.89961485636803,6.500737582002561,0.026509381232893856,5.859080676441174,5.0,6.552919335726076,2.523652511151493,3.0,25.827667230083843,68.59299682028688,0.0646825398034129,21.35974511196303,0,0,0,0,1.0
31,22.0,6.048764738418407,25.408331396329736,3.1891574591829284,1.2916652612783657,1.95121518887912,8.338071830350597,0.06201241691116789,7.95762237254848,5.0,6.816302465834437,0.7663059570810262,3.0,27.58976546084109,69.5991356110101,0.3460494314243019,21.72278637967421,0,0,0,0,1.0
38,29.0,9.867286949880866,39.62978777023756,27.275754292469973,0.011807659056684905,0.4248339678977965,8.47166297579587,0.09999999999999999,7.931387636509816,5.0,7.686620304255213,2.433144527655059,3.0,26.805830805061373,38.51119670451528,0.082807839534487,20.116310626917983,0,0,0,1,2.0
24,22.0,9.591039998113876,22.824869510702776,5.535591839016492,0.5166161809094405,1.4668332029046982,7.811528829721524,0.0830527344719899,5.329352098204977,3.8117291126442185,5.490690620602237,1.803338798034796,2.834810939676019,30.123329393091225,20.30181093770897,0.2116009824296937,26.18626226639416,0,0,0,1,0.0
33,29.0,9.94032783326387,20.008203670871296,14.898755235337696,1.2033979948334255,0.4422174771961871,6.583927910318302,0.09999999999999999,1.6810667974656215,4.933745171959551,5.338923526031569,0.706346042260317,3.0,28.571587790394364,17.3268788524232,0.0159366957438276,15.163489293540383,1,0,0,1,0.0
35,28.0,9.096275524357306,33.62120035015317,10.071044160686318,0.4047442763771845,2.981376701175734,6.645814222519359,0.07311098965822731,8.341072238046701,5.0,8.181296224689454,2.23649503685405,3.0,28.258072794202263,43.61698933116059,0.2724037310095851,19.46984903709721,0,0,0,0,2.0
23,23.0,7.627174562728465,36.21168760546675,26.953602045780865,1.2680333481155266,2.050668596227691,7.810374167843058,0.09999999999999999,1.8324001866948492,2.3022183360076984,5.655545718633929,1.327675683152507,3.0,25.06865680299784,63.69752799401086,0.0867248743276922,22.65444165775616,0,0,0,0,2.0
24,30.0,5.564716042055868,35.00929402431875,11.036344036345875,1.0042436297768693,2.20188222737932,7.0552495600715766,0.09999999999999999,8.182363329635173,5.0,6.761551928300667,0.3114593345883156,2.6028432740843774,25.72796899219335,43.61217147847441,0.4641400134249152,21.667975104607827,0,0,0,0,2.0
29,28.0,5.435897339159156,24.982953096005065,17.521987074058334,0.6016987575453174,1.5655256378896958,8.14221611342359,0.020905249461199343,6.402046900917199,5.0,5.9715252946082185,2.4294513078689604,0.4918436006497626,30.3873132414834,76.85902681465157,0.3557869467616674,26.1123021616578,0,0,0,2,1.0
23,30.0,7.100593639238625,14.331628964010015,4.578765117588514,0.9375851634743131,0.6883322101512803,7.514240192163193,0.09990949489349689,6.555107580574628,3.397690038018308,5.722599764187847,1.0396810713381592,2.820978225978328,30.883447558910227,48.72056530618739,0.2028114088481188,22.216657788243445,0,0,0,0,2.0
